,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,group,subgroup,first_name,last_name,cabin_deck,cabin_num,cabin_side,cabin_code
2026,Europa,True,B/63/P,TRAPPIST-1e,21.0,,0.0,0.0,0.0,0.0,0.0,2164,01,Coxaton,Queldry,B,63,P,B63
2027,Earth,False,F/431/P,PSO J318.5-22,20.0,False,38.0,220.0,495.0,0.0,,2167,01,Weney,Mckinn,F,431,P,F431
2028,Mars,True,F/427/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,2168,01,Fow,Lacke,F,427,S,F427
2029,Mars,False,F/427/S,TRAPPIST-1e,20.0,False,212.0,0.0,991.0,0.0,13.0,2168,02,Gorice,Lacke,F,427,S,F427
2030,Earth,False,F/433/P,TRAPPIST-1e,24.0,False,388.0,0.0,7.0,409.0,0.0,2171,01,Sergia,Camerrison,F,433,P,F433
2031,Earth,False,G/351/P,TRAPPIST-1e,41.0,False,2.0,0.0,551.0,5577.0,68.0,2171,02,Karene,Camerrison,G,351,P,G351
2032,Earth,False,G/347/S,PSO J318.5-22,23.0,False,0.0,774.0,0.0,0.0,0.0,2172,01,Belly,Barbes,G,347,S,G347
2033,Earth,True,G/352/P,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,2173,01,Vina,Landolphrey,G,352,P,G352
2034,Earth,True,G/348/S,55 Cancri e,58.0,False,0.0,0.0,0.0,0.0,0.0,2175,01,Gabria,Callowery,G,348,S,G348
2035,Mars,True,F/435/P,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,,0.0,2177,01,Clech,Colle,F,435,P,F435
2036,Europa,False,C/80/S,TRAPPIST-1e,30.0,False,437.0,3585.0,0.0,4488.0,281.0,2179,01,Eltaird,Dianket,C,80,S,C80
2037,Earth,False,F/428/S,55 Cancri e,24.0,False,1.0,0.0,0.0,318.0,247.0,2180,01,Coreen,Masquez,F,428,S,F428
2038,Europa,False,B/64/P,TRAPPIST-1e,31.0,False,46.0,1935.0,0.0,995.0,1254.0,2182,01,Unukath,Tiouserful,B,64,P,B64
2039,Mars,False,F/429/S,PSO J318.5-22,46.0,False,607.0,0.0,41.0,334.0,251.0,2183,01,Cheeet,Ruity,F,429,S,F429
2040,Mars,False,F/429/S,TRAPPIST-1e,20.0,False,938.0,59.0,31.0,12.0,0.0,2183,02,Prish,Ruity,F,429,S,F429
2041,Earth,True,G/350/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,2186,01,Ivanne,Johnsby,G,350,S,G350
2042,Earth,False,F/437/P,TRAPPIST-1e,30.0,False,0.0,236.0,0.0,1149.0,0.0,2187,01,Hary,Wiggson,F,437,P,F437
2043,Earth,False,F/438/P,55 Cancri e,24.0,False,0.0,421.0,0.0,207.0,63.0,2188,01,Ollip,Hopez,F,438,P,F438
2044,Earth,,G/354/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,628.0,0.0,2189,01,Nelly,Cruzaley,G,354,P,G354
2045,Earth,False,F/430/S,,20.0,False,1750.0,0.0,446.0,0.0,76.0,2190,01,Allia,Barris,F,430,S,F430
2046,Mars,True,F/431/S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,2191,01,Barkix,Sidie,F,431,S,F431
2047,Earth,False,F/439/P,PSO J318.5-22,25.0,False,0.0,0.0,619.0,0.0,70.0,2193,01,Karlen,Singtons,F,439,P,F439
2048,Earth,True,G/352/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,2194,01,Danie,Blacks,G,352,S,G352
2049,Earth,False,F/440/P,TRAPPIST-1e,27.0,False,0.0,280.0,119.0,646.0,5.0,2195,01,Naomie,Coleyanglas,F,440,P,F440
2050,Europa,False,B/65/P,TRAPPIST-1e,47.0,False,,32.0,0.0,4027.0,1440.0,2196,01,Muonin,Veriedeezy,B,65,P,B65
2051,Europa,False,B/65/P,55 Cancri e,26.0,False,26.0,4587.0,0.0,102.0,0.0,2196,02,Zinonon,Veriedeezy,B,65,P,B65
2052,Europa,True,B/65/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,2196,03,Genubi,Veriedeezy,B,65,P,B65
2053,Europa,False,B/65/P,55 Cancri e,42.0,False,0.0,1180.0,0.0,2677.0,283.0,2196,04,Alrairk,Veriedeezy,B,65,P,B65
2054,Earth,False,E/156/S,55 Cancri e,61.0,False,0.0,654.0,902.0,0.0,68.0,2198,01,Joela,Franey,E,156,S,E156
2055,Mars,False,F/442/P,TRAPPIST-1e,29.0,False,1443.0,1108.0,47.0,0.0,0.0,2200,01,Grawk,Prité,F,442,P,F442
2056,Europa,False,D/75/S,55 Cancri e,32.0,False,0.0,1968.0,13.0,1051.0,,2201,01,Suhelik,Subateful,D,75,S,D75
2057,Mars,False,F/443/P,TRAPPIST-1e,51.0,False,1671.0,0.0,17.0,0.0,0.0,2202,01,Stmeal,Horte,F,443,P,F443
2058,Mars,False,D/76/S,TRAPPIST-1e,43.0,False,2019.0,0.0,560.0,0.0,0.0,2203,01,Guanch,Boyst,D,76,S,D76
2059,Europa,True,B/90/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,2204,01,Taraid,Aillyber,B,90,S,B90
2060,Earth,False,E/157/S,TRAPPIST-1e,31.0,False,0.0,0.0,187.0,602.0,0.0,2205,01,Brance,Vandan,E,157,S,E157
2061,Earth,False,F/432/S,PSO J318.5-22,13.0,False,0.0,14.0,857.0,0.0,72.0,2206,01,Elindy,Callowery,F,432,S,F432
2062,Earth,False,G/354/S,TRAPPIST-1e,20.0,False,546.0,0.0,228.0,0.0,0.0,2207,01,Andine,Hales,G,354,S,G354
2063,Earth,False,F/433/S,TRAPPIST-1e,29.0,False,1356.0,20.0,0.0,13.0,0.0,2209,01,,,F,433,S,F433
2064,Earth,True,G/355/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,2210,01,Helly,Hestes,G,355,S,G355
2065,Earth,False,F/434/S,TRAPPIST-1e,15.0,False,0.0,2347.0,0.0,380.0,0.0,2211,01,Amela,Hurles,F,434,S,F434
2066,Earth,False,F/445/P,TRAPPIST-1e,50.0,False,0.0,5.0,0.0,2170.0,0.0,2212,01,Ebonyd,Swanardy,F,445,P,F445
2067,Europa,False,A/27/S,55 Cancri e,41.0,True,0.0,29813.0,0.0,1257.0,6.0,2215,01,Pulchib,Quidedbolt,A,27,S,A27
2068,Europa,False,A/27/S,TRAPPIST-1e,43.0,False,2.0,2229.0,33.0,6.0,198.0,2215,02,,,A,27,S,A27
2069,Europa,True,A/27/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,2215,03,Grafi,Quidedbolt,A,27,S,A27
2070,Europa,False,A/27/S,,36.0,False,0.0,3206.0,0.0,698.0,72.0,2215,04,Ranons,Ingent,A,27,S,A27
2071,Earth,True,,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,2219,01,Milda,Woodwin,,,,
2072,Earth,False,G/357/S,TRAPPIST-1e,47.0,False,0.0,0.0,880.0,0.0,2.0,2220,01,Ralda,Acobsond,G,357,S,G357
2073,Earth,True,G/355/P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,2221,01,Andrey,Fisherry,G,355,P,G355
2074,Earth,False,G/358/S,TRAPPIST-1e,,False,0.0,86.0,0.0,252.0,570.0,2223,01,Glena,Vanglis,G,358,S,G358
2075,Earth,False,F/435/S,TRAPPIST-1e,14.0,False,0.0,600.0,0.0,204.0,0.0,2224,01,Dessie,Polloantes,F,435,S,F435
2076,Earth,True,G/356/P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,2225,01,Willey,Puckley,G,356,P,G356
2077,Mars,False,E/158/S,TRAPPIST-1e,63.0,False,1172.0,0.0,1.0,,0.0,2228,01,Basps,Rasty,E,158,S,E158
2078,Earth,False,F/437/S,TRAPPIST-1e,22.0,False,48.0,329.0,182.0,26.0,154.0,2229,01,Ianya,Norry,F,437,S,F437
2079,Mars,False,E/159/S,TRAPPIST-1e,32.0,False,2.0,416.0,26.0,510.0,0.0,2231,01,Hon,Late,E,159,S,E159
2080,Earth,False,F/438/S,55 Cancri e,31.0,False,0.0,14.0,671.0,1.0,3.0,2232,01,Eriky,Dyers,F,438,S,F438
2081,Earth,False,F/438/S,TRAPPIST-1e,24.0,False,0.0,1220.0,0.0,140.0,0.0,2232,02,Adrie,Dyers,F,438,S,F438
2082,Earth,False,G/359/P,TRAPPIST-1e,39.0,False,9.0,18.0,0.0,2.0,878.0,2233,01,Nelle,Alfordonard,G,359,P,G359
2083,Mars,True,F/448/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,2234,01,Newtch,Gen,F,448,P,F448
2084,Mars,True,F/448/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,2234,02,Resers,Gread,F,448,P,F448
2085,Mars,False,E/134/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,2234,03,Apench,Flité,E,134,P,E134
2086,Mars,False,E/134/P,55 Cancri e,20.0,False,552.0,8.0,1348.0,5.0,,2234,04,Jet,Gen,E,134,P,E134
2087,Mars,False,D/66/P,TRAPPIST-1e,31.0,False,21.0,0.0,1031.0,0.0,,2234,05,Burs,Flité,D,66,P,D66
2088,Mars,True,F/448/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,2234,06,Shood,Gen,F,448,P,F448
2089,Mars,,F/448/P,TRAPPIST-1e,24.0,False,2538.0,0.0,61.0,0.0,0.0,2234,07,Sumpid,Gread,F,448,P,F448
2090,Earth,False,F/449/P,TRAPPIST-1e,27.0,False,203.0,539.0,0.0,0.0,0.0,2235,01,Elica,Tranciams,F,449,P,F449
2091,Europa,False,C/83/S,55 Cancri e,28.0,False,0.0,162.0,741.0,3733.0,99.0,2237,01,Skatik,Fushausive,C,83,S,C83
2092,Europa,True,C/83/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,2237,02,Ruchban,Fushausive,C,83,S,C83
2093,Europa,True,A/28/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,2238,01,Wasalm,Droning,A,28,S,A28
2094,Earth,False,F/439/S,PSO J318.5-22,26.0,False,93.0,0.0,469.0,0.0,0.0,2239,01,Kencey,Franchaney,F,439,S,F439
2095,Earth,False,F/451/P,TRAPPIST-1e,27.0,False,485.0,1109.0,921.0,0.0,1.0,2241,01,Jacky,Jacostaffey,F,451,P,F451
2096,Earth,False,G/362/P,TRAPPIST-1e,22.0,False,38.0,483.0,80.0,47.0,121.0,2243,01,Thondy,Booness,G,362,P,G362
2097,Europa,False,A/29/S,55 Cancri e,62.0,False,320.0,1179.0,756.0,4996.0,85.0,2251,01,Yilduno,Hoodjuded,A,29,S,A29
2098,Europa,False,A/29/S,TRAPPIST-1e,58.0,False,2.0,1.0,14.0,2.0,1153.0,2251,02,Zaurion,Hoodjuded,A,29,S,A29
2099,Earth,False,G/363/P,,37.0,False,0.0,1368.0,0.0,,960.0,2252,01,Ernard,Willy,G,363,P,G363
2100,Earth,False,G/359/S,TRAPPIST-1e,54.0,False,701.0,32.0,171.0,8.0,0.0,2253,01,Cherry,Cruzaley,G,359,S,G359
2101,Earth,False,F/455/P,TRAPPIST-1e,26.0,False,0.0,10.0,0.0,702.0,1.0,2254,01,Beula,Mcfaddenson,F,455,P,F455
2102,Europa,True,C/75/P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,2255,01,Tabdhib,Spadicage,C,75,P,C75
2103,Europa,True,C/75/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,2255,02,Polah,Spadicage,C,75,P,C75
2104,Earth,True,G/360/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,2256,01,Aarone,Batestonley,G,360,S,G360
2105,Europa,False,C/76/P,TRAPPIST-1e,27.0,True,0.0,3341.0,,80.0,654.0,2257,01,Atonea,Diateous,C,76,P,C76
2106,Europa,True,B/66/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,2257,02,Nasliak,Diateous,B,66,P,B66
2107,Earth,True,G/364/P,TRAPPIST-1e,46.0,False,,0.0,0.0,0.0,0.0,2258,01,All,Leonzaley,G,364,P,G364
2108,Earth,False,F/441/S,TRAPPIST-1e,29.0,False,0.0,0.0,885.0,0.0,0.0,2261,01,Millia,Bairdford,F,441,S,F441
2109,Earth,False,G/365/P,55 Cancri e,43.0,False,485.0,4.0,136.0,48.0,0.0,2262,01,Clarry,Kimpson,G,365,P,G365
2110,Earth,False,F/456/P,TRAPPIST-1e,42.0,False,0.0,0.0,32.0,772.0,0.0,2263,01,Andie,Burnewman,F,456,P,F456
2111,Earth,False,F/442/S,TRAPPIST-1e,39.0,False,0.0,0.0,13.0,0.0,868.0,2264,01,Lanedy,Youngrayes,F,442,S,F442
2112,Mars,False,F/457/P,TRAPPIST-1e,30.0,False,616.0,0.0,185.0,210.0,475.0,2266,01,Dow,Conca,F,457,P,F457
2113,Mars,False,E/161/S,TRAPPIST-1e,43.0,False,2318.0,0.0,647.0,81.0,0.0,2267,01,Gratsp,Meake,E,161,S,E161
2114,Earth,True,G/366/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,2268,01,Camiet,Mcbriggins,G,366,P,G366
2115,Mars,True,F/458/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,2269,01,Ork,Blees,F,458,P,F458
2116,Mars,False,F/459/P,TRAPPIST-1e,46.0,False,171.0,0.0,1257.0,5.0,0.0,2270,01,Spuffs,Fla,F,459,P,F459
2117,Earth,False,G/367/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,2272,01,,,G,367,P,G367
2118,Earth,True,,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,2272,02,Mela,Quinnerettt,,,,
2119,Earth,False,G/367/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,2272,03,Ricard,Kirks,G,367,P,G367
2120,Earth,False,E/162/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,10.0,778.0,2273,01,Timmy,Hanner,E,162,S,E162
2121,Europa,True,C/79/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,2274,01,Alrairk,Proorbeng,C,79,P,C79
2122,Europa,True,C/79/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,2274,02,Mino,Shoeweely,C,79,P,C79
2123,Mars,False,F/460/P,PSO J318.5-22,36.0,False,241.0,0.0,670.0,0.0,0.0,2275,01,Mos,Tirt,F,460,P,F460
2124,Earth,False,G/362/S,TRAPPIST-1e,19.0,False,26.0,313.0,470.0,0.0,0.0,2277,01,Diandy,Wallerson,G,362,S,G362
2125,Europa,True,C/80/P,55 Cancri e,18.0,False,0.0,0.0,,0.0,0.0,2278,01,Gemmam,Crantiale,C,80,P,C80
2126,Europa,False,B/91/S,55 Cancri e,47.0,False,0.0,140.0,,85.0,3970.0,2279,01,Axionon,Pippoppere,B,91,S,B91
2127,Europa,False,B/92/S,TRAPPIST-1e,18.0,False,20.0,1064.0,0.0,0.0,11643.0,2280,01,Lesat,Femoused,B,92,S,B92
2128,Earth,False,E/136/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,2281,01,Rica,Hoppers,E,136,P,E136
2129,Earth,,F/461/P,TRAPPIST-1e,20.0,False,0.0,544.0,1.0,0.0,378.0,2282,01,Ellena,Burtiz,F,461,P,F461
2130,Mars,False,F/463/P,TRAPPIST-1e,18.0,False,262.0,302.0,1127.0,4225.0,0.0,2284,01,Poloos,Butte,F,463,P,F463
2131,Earth,False,F/464/P,TRAPPIST-1e,37.0,False,0.0,1.0,0.0,219.0,,2287,01,Shally,Reyersendry,F,464,P,F464
2132,Earth,False,E/163/S,TRAPPIST-1e,22.0,False,12.0,746.0,802.0,58.0,0.0,2288,01,Dia,Figuez,E,163,S,E163
2133,Mars,False,F/465/P,TRAPPIST-1e,37.0,False,20.0,0.0,2559.0,20.0,0.0,2289,01,Hary,Jaff,F,465,P,F465
2134,Earth,,G/365/S,55 Cancri e,6.0,False,0.0,0.0,0.0,,0.0,2291,01,Patoya,Pittler,G,365,S,G365
2135,Earth,False,G/365/S,TRAPPIST-1e,36.0,False,3.0,0.0,435.0,8.0,277.0,2291,02,Nancey,Pittler,G,365,S,G365
2136,Earth,False,F/445/S,55 Cancri e,46.0,False,426.0,37.0,0.0,0.0,568.0,2291,03,,,F,445,S,F445
2137,Earth,False,F/466/P,TRAPPIST-1e,75.0,False,0.0,0.0,1224.0,,1769.0,2295,01,Melica,Emenez,F,466,P,F466
2138,Earth,False,F/466/P,TRAPPIST-1e,37.0,False,0.0,8.0,70.0,360.0,258.0,2295,02,Jillie,Emenez,F,466,P,F466
2139,Earth,True,G/369/P,TRAPPIST-1e,22.0,False,0.0,0.0,,0.0,0.0,2296,01,Kencey,Patteraley,G,369,P,G369
2140,Earth,False,F/467/P,PSO J318.5-22,33.0,False,270.0,412.0,1.0,,5.0,2298,01,Thery,Fredersend,F,467,P,F467
2141,Mars,False,F/448/S,TRAPPIST-1e,35.0,False,174.0,0.0,381.0,0.0,62.0,2299,01,Wealke,Ramad,F,448,S,F448
2142,Europa,False,C/81/P,55 Cancri e,19.0,False,0.0,,0.0,0.0,8195.0,2300,01,Genubik,Alcemblery,C,81,P,C81
2143,Europa,False,C/81/P,55 Cancri e,34.0,False,0.0,22.0,,3028.0,3768.0,2300,02,Arid,Alcemblery,C,81,P,C81
2144,Earth,False,F/449/S,TRAPPIST-1e,23.0,False,1010.0,0.0,33.0,10.0,0.0,2301,01,Colly,Hodgesss,F,449,S,F449
2145,Earth,False,G/367/S,55 Cancri e,37.0,False,1508.0,,0.0,1.0,0.0,2301,02,Weslie,Hodgesss,G,367,S,G367
2146,Earth,False,F/449/S,55 Cancri e,24.0,False,1367.0,0.0,1.0,0.0,0.0,2301,03,Marine,Hodgesss,F,449,S,F449
2147,Europa,False,A/18/P,TRAPPIST-1e,54.0,True,0.0,3381.0,0.0,4463.0,34.0,2302,01,Sterion,Dedometeel,A,18,P,A18
2148,Mars,False,F/468/P,55 Cancri e,52.0,False,1377.0,0.0,32.0,22.0,0.0,2303,01,Beal,Chort,F,468,P,F468
2149,Earth,True,G/368/S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,2305,01,,,G,368,S,G368
2150,Europa,False,C/82/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,2306,01,Batenar,Colensid,C,82,P,C82
2151,Europa,False,C/82/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,2306,02,Gomeron,Colensid,C,82,P,C82
2152,Europa,False,C/82/P,TRAPPIST-1e,22.0,False,0.0,297.0,3.0,676.0,2924.0,2306,03,Asellum,Colensid,C,82,P,C82
2153,Europa,False,C/82/P,55 Cancri e,27.0,False,0.0,12077.0,0.0,75.0,0.0,2306,04,Izarkab,Ticiontral,C,82,P,C82
2154,Europa,True,C/82/P,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,2306,05,Bram,Colensid,C,82,P,C82
2155,Europa,False,C/82/P,55 Cancri e,47.0,False,1320.0,428.0,4.0,24.0,0.0,2306,06,Luxons,Colensid,C,82,P,C82
2156,Europa,True,D/77/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,2308,01,Plas,Pringrous,D,77,S,D77
2157,Europa,False,D/77/S,55 Cancri e,49.0,False,9.0,2426.0,95.0,1249.0,168.0,2308,02,Beten,Pringrous,D,77,S,D77
2158,Europa,False,D/77/S,TRAPPIST-1e,33.0,False,0.0,2012.0,1.0,9124.0,4.0,2308,03,Asellum,Pringrous,D,77,S,D77
2159,Europa,False,D/77/S,TRAPPIST-1e,67.0,False,0.0,4715.0,0.0,599.0,6.0,2308,04,Polluma,Pringrous,D,77,S,D77
2160,Earth,True,G/371/P,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,2309,01,Feryla,Whitledges,G,371,P,G371
2161,Europa,True,D/68/P,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,2310,01,Alaron,Holiabler,D,68,P,D68
2162,Europa,True,D/68/P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,2310,02,Geons,Holiabler,D,68,P,D68
2163,Europa,False,D/68/P,TRAPPIST-1e,59.0,False,0.0,2210.0,0.0,4085.0,11.0,2310,03,Elebara,Pleele,D,68,P,D68
2164,Europa,True,D/68/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,2310,04,Enibah,Pleele,D,68,P,D68
2165,Earth,False,G/372/P,TRAPPIST-1e,33.0,False,0.0,763.0,1.0,66.0,84.0,2311,01,Elsane,Cabrewsond,G,372,P,G372
2166,,True,G/369/S,TRAPPIST-1e,28.0,False,0.0,0.0,,0.0,0.0,2312,01,Billex,Sykess,G,369,S,G369
2167,Mars,False,F/469/P,TRAPPIST-1e,29.0,False,1365.0,0.0,791.0,210.0,0.0,2313,01,Lish,Kart,F,469,P,F469
2168,Earth,True,G/370/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,2314,01,Troyce,Folemonley,G,370,S,G370
2169,Europa,True,B/67/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,2315,01,Murzima,Singmage,B,67,P,B67
2170,Earth,True,G/371/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,2316,01,Shan,Blange,G,371,S,G371
2171,Earth,False,G/372/S,TRAPPIST-1e,39.0,False,0.0,454.0,0.0,454.0,0.0,2317,01,Ronia,Gainebergan,G,372,S,G372
2172,Earth,False,F/470/P,TRAPPIST-1e,18.0,False,128.0,37.0,626.0,0.0,5.0,2318,01,Lindy,Bradamss,F,470,P,F470
2173,,True,G/373/P,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,2319,01,Evendy,Estron,G,373,P,G373
2174,Earth,False,F/450/S,55 Cancri e,,False,0.0,760.0,0.0,21.0,23.0,2320,01,Thel,Francock,F,450,S,F450
2175,Earth,True,G/373/S,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,2321,01,Claura,Petermandez,G,373,S,G373
2176,Earth,True,G/374/S,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,2325,01,Kimmie,Hurchez,G,374,S,G374
2177,Europa,False,B/68/P,TRAPPIST-1e,32.0,False,0.0,4106.0,388.0,892.0,2.0,2327,01,Alyat,Oidederval,B,68,P,B68
2178,Mars,True,F/472/P,TRAPPIST-1e,29.0,False,0.0,,0.0,0.0,0.0,2329,01,Heersh,Burry,F,472,P,F472
2179,Earth,False,F/453/S,TRAPPIST-1e,21.0,False,556.0,0.0,20.0,1589.0,0.0,2332,01,Cellex,Mccarry,F,453,S,F453
2180,Mars,False,E/137/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,2333,01,Igrish,Fiha,E,137,P,E137
2181,Europa,True,A/30/S,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,2336,01,Alhail,Fulatorly,A,30,S,A30
2182,Europa,False,A/30/S,TRAPPIST-1e,44.0,True,1409.0,910.0,17.0,1452.0,3782.0,2336,02,Wezna,Fulatorly,A,30,S,A30
2183,Earth,True,G/376/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,2338,01,Elenay,Moodman,G,376,P,G376
2184,Earth,False,F/474/P,TRAPPIST-1e,26.0,False,14.0,0.0,0.0,857.0,0.0,2338,02,Julion,Moodman,F,474,P,F474
2185,Mars,False,F/475/P,TRAPPIST-1e,46.0,False,1290.0,0.0,57.0,0.0,0.0,2339,01,Book,Shrie,F,475,P,F475
2186,Earth,False,F/454/S,PSO J318.5-22,24.0,False,0.0,0.0,648.0,0.0,0.0,2340,01,Karlie,Huntt,F,454,S,F454
2187,Earth,False,F/455/S,TRAPPIST-1e,15.0,False,0.0,785.0,0.0,0.0,0.0,2341,01,Karlie,Hubbarnett,F,455,S,F455
2188,Earth,True,G/378/S,PSO J318.5-22,53.0,False,0.0,,0.0,0.0,0.0,2345,01,Evane,Brightez,G,378,S,G378
2189,Earth,,F/477/P,55 Cancri e,28.0,False,613.0,22.0,0.0,0.0,0.0,2347,01,Evaley,Wellierras,F,477,P,F477
2190,Earth,True,G/377/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,2347,02,Janne,Wellierras,G,377,P,G377
2191,Earth,True,G/377/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,2347,03,Ward,Wellierras,G,377,P,G377
2192,Earth,True,G/377/P,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,2347,04,Joanry,Wellierras,G,377,P,G377
2193,Earth,True,G/377/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,2347,05,Lewise,Wellierras,G,377,P,G377
2194,Earth,False,G/377/P,55 Cancri e,31.0,False,1.0,,2.0,605.0,0.0,2347,06,Therry,Wellierras,G,377,P,G377
2195,Earth,False,G/377/P,TRAPPIST-1e,9.0,False,,0.0,0.0,0.0,0.0,2347,07,Fanna,Wellierras,G,377,P,G377
2196,Europa,False,D/78/S,55 Cancri e,44.0,True,0.0,1223.0,78.0,1418.0,1239.0,2348,01,Asellux,Alaring,D,78,S,D78
2197,Earth,False,G/379/S,TRAPPIST-1e,35.0,False,0.0,722.0,0.0,0.0,185.0,2349,01,All,Brookes,G,379,S,G379
2198,Earth,False,G/380/S,TRAPPIST-1e,30.0,False,27.0,5412.0,86.0,,0.0,2353,01,Janney,Morgerson,G,380,S,G380
2199,Earth,False,F/457/S,55 Cancri e,13.0,False,880.0,0.0,0.0,0.0,0.0,2353,02,Lawren,Morgerson,F,457,S,F457
2200,Mars,False,D/80/S,TRAPPIST-1e,45.0,True,773.0,82.0,0.0,6.0,0.0,2356,01,Koat,Peane,D,80,S,D80
2201,Mars,True,D/80/S,TRAPPIST-1e,4.0,False,0.0,,0.0,0.0,0.0,2356,02,Alls,Peane,D,80,S,D80
2202,Mars,True,D/80/S,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,2356,03,Lios,Peane,D,80,S,D80
2203,Earth,False,E/139/P,TRAPPIST-1e,20.0,False,0.0,409.0,994.0,215.0,0.0,2357,01,Vandy,Whitez,E,139,P,E139
2204,Earth,True,G/379/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,2360,01,Dorene,Boyersons,G,379,P,G379
2205,Earth,True,G/380/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,2361,01,Teryla,Belley,G,380,P,G380
2206,Earth,False,F/481/P,,29.0,False,0.0,0.0,792.0,0.0,0.0,2361,02,Megany,Belley,F,481,P,F481
2207,Europa,False,C/85/S,TRAPPIST-1e,28.0,False,2416.0,8926.0,41.0,1.0,462.0,2363,01,Castab,Unregul,C,85,S,C85
2208,Earth,False,G/381/P,TRAPPIST-1e,44.0,False,0.0,4.0,6.0,864.0,33.0,2364,01,Sta,Roachez,G,381,P,G381
2209,Europa,True,D/71/P,TRAPPIST-1e,50.0,False,0.0,0.0,,0.0,0.0,2365,01,Spuri,Clunic,D,71,P,D71
2210,Mars,True,F/482/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,2366,01,Almone,Raste,F,482,P,F482
